2023-02-05 16:20:12,946 [main] WARN  ViewSubscriberAccountCommand A service error occurred while loading account info.
2023-02-05 16:20:12,974 [main] WARN  ViewSubscriberAccountCommand An unexpected error occurred while loading account info.
2023-02-05 16:20:12,994 [main] WARN  ViewSubscriberProfileCommand A service error occurred while loading user info.
2023-02-05 16:20:13,008 [main] WARN  ViewSubscriberProfileCommand An unexpected error occurred while loading user info.
2023-02-05 16:20:13,018 [main] WARN  ViewSubscriberProfileCommand A service error occurred while loading user info.
2023-02-05 16:20:13,028 [main] WARN  ChangeUserStatusCommand An error occurred while changing user status.
2023-02-05 16:20:13,038 [main] INFO  ChangeUserStatusCommand Status of the user with id 1 successfully changed.
2023-02-05 16:20:13,044 [main] WARN  ChangeUserStatusCommand An error occurred while changing user status.
2023-02-05 16:20:13,107 [main] WARN  ViewSubscriberTariffsCommand An unexpected error occurred while loading user tariffs.
2023-02-05 16:20:13,115 [main] WARN  ViewSubscriberTariffsCommand A service error occurred while loading user tariffs.
2023-02-05 16:20:13,130 [main] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:20:13,135 [main] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-05 16:20:13,141 [main] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-05 16:20:13,149 [main] INFO  EditTariffCommand Tariff( 1) has been edited. TariffForm [name=name, paymentPeriod=14, rate=12, service=INTERNET, description=desc]
2023-02-05 16:20:13,155 [main] WARN  ViewTariffsCommand An error occurred while loading tariffs view.
2023-02-05 16:20:13,168 [main] WARN  EditTariffCommand An unexpected error occurred while editing the tariff.
2023-02-05 16:20:13,176 [main] WARN  ViewTariffsCommand An error occurred while loading tariffs view.
2023-02-05 16:20:13,184 [main] WARN  ViewTariffsCommand An error occurred while loading tariffs view.
2023-02-05 16:20:13,187 [main] WARN  ViewTariffsCommand An error occurred while loading tariffs view.
2023-02-05 16:20:13,201 [main] WARN  EditTariffCommand A service error occurred while editing the tariff.
2023-02-05 16:20:13,211 [main] WARN  RemoveTariffCommand A service error occurred while removing tariff.
2023-02-05 16:20:13,218 [main] WARN  RemoveTariffCommand An error occurred while removing tariff.
2023-02-05 16:20:13,225 [main] INFO  RemoveTariffCommand Tariff with id 1 successfully removed.
2023-02-05 16:20:13,232 [main] WARN  AddTariffCommand An error occurred while adding a tariff.
2023-02-05 16:20:13,239 [main] WARN  AddTariffCommand An error occurred while adding a tariff.
2023-02-05 16:20:13,246 [main] INFO  AddTariffCommand Tariff name with rate $12/14 day(s) successfully added.
2023-02-05 16:20:13,264 [main] WARN  RegisterUserCommand An unexpected error occurred while registering user.
2023-02-05 16:20:13,287 [main] WARN  RegisterUserCommand A service error occurred while registering user.
2023-02-05 16:20:13,294 [main] INFO  RegisterUserCommand User: [firstName,lastName,login,email@mail.com, city] registered successfully.
2023-02-05 16:20:13,301 [main] WARN  RemoveUserCommand An error occurred while removing user.
2023-02-05 16:20:13,307 [main] INFO  RemoveUserCommand Tariff with id 2 successfully removed.
2023-02-05 16:20:13,312 [main] WARN  RemoveUserCommand A service error occurred while removing user.
2023-02-05 16:20:13,340 [main] WARN  AdminMenuCommand An error occurred while loading user view.
2023-02-05 16:20:13,362 [main] INFO  ChangeUserBalanceCommand Balance of user with id 1 changed.
2023-02-05 16:20:13,420 [main] WARN  ChangeUserBalanceCommand An error occurred while changing user balance.
2023-02-05 16:20:13,431 [main] WARN  ChangeUserBalanceCommand An error occurred while changing user balance.
2023-02-05 16:20:13,445 [main] WARN  ChangeUserBalanceCommand An error occurred while changing user balance.
2023-02-05 16:20:13,468 [main] WARN  ChangeUserBalanceCommand An error occurred while changing user balance.
2023-02-05 16:20:14,167 [main] WARN  DownloadTariffsCommand A service error occurred while downloading pdf with tariffs.
2023-02-05 16:20:14,191 [main] WARN  ResetPasswordCommand An unexpected error occurred while reseting password.
2023-02-05 16:20:14,255 [main] INFO  LogoutCommand User successfully logged out.
2023-02-05 16:20:14,263 [main] INFO  LoginCommand User with login login successfully logged in.
2023-02-05 16:20:14,268 [main] WARN  LoginCommand An error occurred while logging into the system.
2023-02-05 16:20:14,273 [main] WARN  LoginCommand Unsuccessful attempt to access account with login login.
2023-02-05 16:20:14,440 [main] INFO  LogAccessFilter Login: Unlogged user, IP: ip Page: /path/query Access time : 0 ms
2023-02-05 16:20:14,445 [main] INFO  LogAccessFilter Login: userLogin, IP: ip Page: /path/query Access time : 1 ms
2023-02-05 16:20:14,449 [main] WARN  AuthenticationFilter An attempt to access viewProfile failed.
2023-02-05 16:20:14,460 [main] WARN  AuthenticationFilter An attempt to access viewProfile failed. User: null .
2023-02-05 16:20:14,463 [main] WARN  AuthenticationFilter An attempt to access adminMenu failed. User: null .
2023-02-05 16:20:15,487 [main] INFO  ChangePasswordCommand UserDTO [id=1, blocked=false, login=login, balance=10, firstName=firstName, lastName=lastName, email=email@asd.asd, city=City, address=Address, role=SUBSCRIBER] changed password.
2023-02-05 16:20:15,492 [main] WARN  ChangePasswordCommand A service error occurred while changing user balance.
2023-02-05 16:20:15,500 [main] INFO  DisableTariffCommand User(id = 1) disabled tariff(id = 2).
2023-02-05 16:20:15,506 [main] INFO  DisableTariffCommand User(id = 1) disabled tariff(id = 2).
2023-02-05 16:20:15,508 [main] INFO  DisableTariffCommand User(id = 1) has been unblocked due to disconnection of the tariff.
2023-02-05 16:20:15,511 [main] WARN  ViewActiveTariffsCommand An error occurred while loading tariffs view.
2023-02-05 16:20:15,513 [main] WARN  DisableTariffCommand An unexpected error occurred while disabling tariff.
2023-02-05 16:20:15,514 [main] WARN  ViewActiveTariffsCommand An error occurred while loading tariffs view.
2023-02-05 16:20:15,521 [main] INFO  DisableTariffCommand User(id = 1) disabled tariff(id = 2).
2023-02-05 16:20:15,526 [main] INFO  DisableTariffCommand User(id = 1) disabled tariff(id = 2).
2023-02-05 16:20:15,527 [main] WARN  DisableTariffCommand A service error occurred while disabling tariff.
2023-02-05 16:20:15,538 [main] INFO  ReplenishCommand User(id = 1) replenished the account with $10
2023-02-05 16:20:15,547 [main] WARN  ViewAccountCommand An unexpected error occurred while loading account info.
2023-02-05 16:20:15,549 [main] INFO  ReplenishCommand User(id = 1) replenished the account with $10
2023-02-05 16:20:15,549 [main] WARN  ReplenishCommand A service error occurred while replenishing the account.
2023-02-05 16:20:15,552 [main] WARN  ViewAccountCommand An unexpected error occurred while loading account info.
2023-02-05 16:20:15,555 [main] WARN  ViewAccountCommand An unexpected error occurred while loading account info.
2023-02-05 16:20:15,557 [main] WARN  ViewAccountCommand An unexpected error occurred while loading account info.
2023-02-05 16:20:15,561 [main] INFO  ReplenishCommand User(id = 1) replenished the account with $10
2023-02-05 16:20:15,564 [main] WARN  ViewAccountCommand An unexpected error occurred while loading account info.
2023-02-05 16:20:15,566 [main] WARN  ReplenishCommand An unexpected error occurred while replenishing the account.
2023-02-05 16:20:15,567 [main] WARN  ViewAccountCommand An unexpected error occurred while loading account info.
2023-02-05 16:20:15,573 [main] INFO  ReplenishCommand User(id = 1) replenished the account with $10
2023-02-05 16:20:15,574 [main] INFO  ReplenishCommand User(id = 1) has been unblocked due to replenishment the account.
2023-02-05 16:20:15,591 [main] WARN  ConnectTariffCommand A service error occurred while connecting tariff.
2023-02-05 16:20:15,600 [main] INFO  ConnectTariffCommand User(id = 1) added tariff(id = 1).
2023-02-05 16:20:15,608 [main] WARN  ConnectTariffCommand An unexpected error occurred while connecting tariff.
2023-02-05 16:20:15,631 [main] WARN  ViewAccountCommand A service error occurred while loading account info.
2023-02-05 16:20:15,688 [pool-2-thread-1] INFO  EmailUtil Email to asd@asda.add was sent.
2023-02-05 16:40:00,478 [pool-2-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:40:02,216 [pool-3-thread-1] INFO  EmailUtil Email to regekeb380@nevyxus.com was sent.
2023-02-05 16:40:02,624 [http-nio-8080-exec-3] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 1326 ms
2023-02-05 16:40:02,652 [http-nio-8080-exec-4] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /bootstrap/js/bootstrap.bundle.min.js/null Access time : 7 ms
2023-02-05 16:40:02,653 [http-nio-8080-exec-5] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/gb.png/null Access time : 7 ms
2023-02-05 16:40:02,687 [http-nio-8080-exec-6] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/ua.png/null Access time : 1 ms
2023-02-05 16:40:02,702 [http-nio-8080-exec-7] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/peakpx.jpg/null Access time : 0 ms
2023-02-05 16:40:04,037 [http-nio-8080-exec-9] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 327 ms
2023-02-05 16:40:44,662 [http-nio-8080-exec-3] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 178 ms
2023-02-05 16:41:15,507 [http-nio-8080-exec-4] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 165 ms
2023-02-05 16:41:26,652 [http-nio-8080-exec-6] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 194 ms
2023-02-05 16:41:57,898 [http-nio-8080-exec-8] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 15 ms
2023-02-05 16:41:58,737 [http-nio-8080-exec-9] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 150 ms
2023-02-05 16:41:59,914 [http-nio-8080-exec-10] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=changeLanguage Access time : 17 ms
2023-02-05 16:41:59,929 [http-nio-8080-exec-2] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 7 ms
2023-02-05 16:42:00,443 [pool-2-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:42:01,493 [http-nio-8080-exec-3] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 5 ms
2023-02-05 16:42:01,892 [pool-3-thread-1] INFO  EmailUtil Email to regekeb380@nevyxus.com was sent.
2023-02-05 16:42:11,727 [http-nio-8080-exec-5] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 24 ms
2023-02-05 16:42:12,409 [http-nio-8080-exec-4] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 170 ms
2023-02-05 16:42:14,456 [http-nio-8080-exec-6] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=changeLanguage Access time : 0 ms
2023-02-05 16:42:14,484 [http-nio-8080-exec-8] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 4 ms
2023-02-05 16:43:03,945 [pool-5-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:43:05,200 [pool-6-thread-1] INFO  EmailUtil Email to regekeb380@nevyxus.com was sent.
2023-02-05 16:44:35,719 [http-nio-8080-exec-7] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 43 ms
2023-02-05 16:44:39,815 [http-nio-8080-exec-3] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=changeLanguage Access time : 10 ms
2023-02-05 16:44:39,837 [http-nio-8080-exec-8] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 9 ms
2023-02-05 16:44:40,981 [http-nio-8080-exec-4] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 16 ms
2023-02-05 16:44:43,833 [http-nio-8080-exec-6] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 13 ms
2023-02-05 16:44:43,913 [http-nio-8080-exec-9] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/logo.svg/null Access time : 5 ms
2023-02-05 16:45:03,937 [pool-5-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:45:05,207 [pool-6-thread-1] INFO  EmailUtil Email to regekeb380@nevyxus.com was sent.
2023-02-05 16:46:27,524 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:46:28,799 [pool-9-thread-1] INFO  EmailUtil Email to regekeb380@nevyxus.com was sent.
2023-02-05 16:47:05,482 [http-nio-8080-exec-14] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 174 ms
2023-02-05 16:47:05,540 [http-nio-8080-exec-12] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/logo.png/null Access time : 5 ms
2023-02-05 16:47:20,761 [http-nio-8080-exec-11] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 5 ms
2023-02-05 16:47:22,065 [http-nio-8080-exec-17] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=changeLanguage Access time : 22 ms
2023-02-05 16:47:22,081 [http-nio-8080-exec-16] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 8 ms
2023-02-05 16:47:23,324 [http-nio-8080-exec-18] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 3 ms
2023-02-05 16:48:02,462 [http-nio-8080-exec-12] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 7 ms
2023-02-05 16:48:04,990 [http-nio-8080-exec-21] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 2 ms
2023-02-05 16:48:05,663 [http-nio-8080-exec-22] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 3 ms
2023-02-05 16:48:06,258 [http-nio-8080-exec-8] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /faq.jsp/null Access time : 6 ms
2023-02-05 16:48:08,283 [http-nio-8080-exec-16] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 155 ms
2023-02-05 16:48:27,483 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:48:28,745 [pool-9-thread-1] INFO  EmailUtil Email to regekeb380@nevyxus.com was sent.
2023-02-05 16:48:39,990 [pool-11-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-05 16:48:41,218 [pool-12-thread-1] INFO  EmailUtil Email to regekeb380@nevyxus.com was sent.
2023-02-05 16:48:51,355 [http-nio-8080-exec-27] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=changeLanguage Access time : 18 ms
2023-02-05 16:48:51,401 [http-nio-8080-exec-20] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 25 ms
2023-02-05 16:48:52,476 [http-nio-8080-exec-25] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /about.jsp/null Access time : 11 ms
